Certification Number;Certification Date;Technology Partner;Server Name;Operating System;Database Release;CPU Architecture;CPU Speed;Processors;Cores;Threads;Memory;Cache;Pdf Link;Comments;Benchmark Users;Average Response Time;Average database dialog request time;Average database update request time;Dialog Steps Per Hour;Fully Processed Line Items Per Hour;saps;Ran concurrent with;Configuration;Environment;SAP Business Suite
2008035;2008-06-25;IBM;IBM System x3950 M2;Windows Server 2003 Datacenter Edition;DB2 9.5;Quad-Core Intel Xeon Processor X7350;2.93 GHz;8;32;32;128;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08035.pdf;;6615;1.99;;;1986000;662000;33100;;2-tier;Bare-Metal;6.0 (2005)
2008034;2008-06-19;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX630 S2;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core AMD Opteron Processor 8356;2.3 GHz;4;16;16;56;128 KB L1 cache and 512 KB L2 cache per core, 2 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08034.pdf;;3246;1.98;;;975000;325000;16250;;2-tier;Bare-Metal;6.0 (2005)
2008033;2008-06-19;Sun Microsystems;Sun Blade Model X8440;Solaris 10;MaxDB 7.6;Quad-Core AMD Opteron processor Model 8356;2.3 GHz;4;16;16;64;128 KB L1 cache and 512 KB L2 cache per core, 2 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08033.pdf;;3550;1.94;;;1071000;357000;17850;;2-tier;Bare-Metal;6.0 (2005) (Unicode)
2008032;2008-06-19;IBM;IBM System x3755;Windows Server 2003 Enterprise Edition;DB2 9.5;Quad-Core AMD Opteron processor Model 8356;2.3 GHz;4;16;16;64;128 KB L1 cache and 512 KB L2 cache per core, 2 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08032.pdf;;3540;1.99;;;1063000;354330;17720;;2-tier;Bare-Metal;6.0 (2005)
2008031;2008-06-16;IBM;IBM BladeCenter JS12;AIX 6 Version 6.1;DB2 9.5;POWER6;3.8 GHz;1;2;4;32;128 KB L1 cache and 4 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd3/Cert08031.pdf;;14000;1.95;;;4219000;1406330;70320;;3-tier;Bare-Metal;6.0 (2005)
2008030;2008-05-19;IBM;IBM System x3950 M2;Windows Server 2003 Datacenter Edition;DB2 9.5;Quad-Core Intel Xeon Processor X7350;2.93 GHz;16;64;64;256;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08030.pdf;;10600;1.78;;;3239000;1079670;53980;;2-tier;Bare-Metal;6.0 (2005)
2008029;2008-05-19;Hitachi;Hitachi BladeSymphony Model A51A4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5460;3.16 GHz;2;8;8;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08029.pdf;;2260;1.88;;;685000;228330;11420;;2-tier;Bare-Metal;6.0 (2005)
2008028;2008-05-13;Hitachi;Hitachi HA8000 Model RS440;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08028.pdf;;3500;1.99;;;1051000;350330;17520;;2-tier;Bare-Metal;6.0 (2005)
2008027;2008-05-07;Dell;Dell PowerEdge R900;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;92;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08027.pdf;;3318;1.94;;;1001000;333670;16680;;2-tier;Bare-Metal;6.0 (2005)
2008026;2008-05-05;HP;HP ProLiant DL785;Windows Server 2003  Enterprise Edition;SQL Server 2008;Quad-Core AMD Opteron processor 8360 SE;2.5 GHz;8;32;32;128;128 KB L1 cache and 512 KB L2 cache per core, 2 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08026.pdf;;5230;1.99;;;1571000;523670;26180;;2-tier;Bare-Metal;6.0 (2005)
2008025;2008-04-30;HP;HP ProLiant DL380 G5;SUSE Linux Enterprise Server 10;MaxDB 7.7;Quad-Core Intel Xeon Processor X5460;3.16 GHz;2;8;8;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08025.pdf;;2275;1.98;;;684000;228000;11400;;2-tier;Bare-Metal;6.0 (2005)
2008024;2008-04-24;Hitachi;Hitachi BladeSymphony Model C51A3;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E5450;3 GHz;2;8;8;16;64 KB L1 cache per core, 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08024.pdf;;1600;1.5;;;501000;167000;8350;;2-tier;Bare-Metal;6.0 (2005)
2008023;2008-04-15;Fujitsu;Fujitsu PRIMEQUEST 580A;Windows Server 2003 Datacenter Edition;SQL Server 2005;Dual-Core Intel Itanium 9150M;1.66 GHz;32;64;128;512;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08023.pdf;;10400;1.93;;;3139000;1046330;52320;;2-tier;Bare-Metal;6.0 (2005)
2008022;2008-04-14;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFi20 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E5450;3 GHz;2;8;8;32;64 KB L1 cache per core, 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08022.pdf;;2275;1.96;;;685000;228330;11420;;2-tier;Bare-Metal;6.0 (2005)
2008022;2008-04-14;Egenera;(*) Egenera BladeFrame Model PB300010R;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E5450;3 GHz;2;8;8;32;64 KB L1 cache per core, 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08022.pdf;;2275;1.96;;;685000;228330;11420;;2-tier;Bare-Metal;6.0 (2005)
2008021;2008-04-09;Sun Microsystems;SPARC Enterprise Model T5240;Solaris 10;Oracle 10g;UltraSPARC T2 Plus;1.4 GHz;2;16;128;128;8 KB(D) + 16 KB(I) L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08021.pdf;;4170;1.97;;;1254000;418000;20900;;2-tier;Bare-Metal;6.0 (2005)
2008021;2008-04-09;Fujitsu;SPARC Enterprise Model T5240;Solaris 10;Oracle 10g;UltraSPARC T2 Plus;1.4 GHz;2;16;128;128;8 KB(D) + 16 KB(I) L1 cache per core, 4 MB L2 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08021.pdf;;4170;1.97;;;1254000;418000;20900;;2-tier;Bare-Metal;6.0 (2005)
2008019;2008-04-08;IBM;IBM Power 595;AIX Version 6.1;DB2 9.5;POWER6;5 GHz;32;64;128;512;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08019.pdf;;35400;1.94;;;10677000;3559000;177950;;2-tier;Bare-Metal;6.0 (2005)
2008018;2008-04-07;NEC;NEC Express5800 Model 140Ba-10;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E7340;2.4 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08018.pdf;;2775;1.7;;;854000;284670;14230;;2-tier;Bare-Metal;6.0 (2005)
2008017;2008-04-03;Stratus Technologies;Stratus ftServer Model 6200;Windows Server 2003 Enterprise Edition;SQL Server 2006;Quad-Core Intel Xeon X5355;2.66 GHz;2;8;8;24;KB L1 cache per core, 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08017.pdf;;1360;1.88;;;412000;137330;6870;;2-tier;Bare-Metal;6.0 (2005)
2008016;2008-03-28;HP;HP ProLiant BL685c G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core AMD Opteron processor Model 8356;2.3 GHz;4;16;16;64;128 KB L1 cache and 512 KB L2 cache per core, 2 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08016.pdf;;3524;1.98;;;1059000;353000;17650;;2-tier;Bare-Metal;6.0 (2005)
2008015;2008-03-28;HP;HP ProLiant DL385 G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core AMD Opteron processor Model 2356;2.3 GHz;2;8;8;32;128 KB L1 cache and 512 KB L2 cache per core, 2 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08015.pdf;;2102;1.99;;;631000;210330;10520;;2-tier;Bare-Metal;6.0 (2005)
2008014;2008-03-26;Hitachi;Hitachi BladeSymphony Model A67A4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Itanium 9150M;1.66 GHz;8;16;32;128;32 KB(I) + 32 KB(D) L1 cache, 2 MB(I) + 512 KB(D) L2 cache, 24 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08014.pdf;;3211;1.99;;;964000;321330;16070;;2-tier;Bare-Metal;6.0 (2005)
2008013;2008-03-25;IBM;5x IBM System p 570;AIX 5L Version 5.3;Oracle 10g Real Application Clusters (RAC);POWER6;4.7 GHz;8;16;32;128;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert08013.pdf;Application Servers ran on database servers;37040;1.86;;;11247000;3749000;187450;;SD Parallel - With Round Robin;Bare-Metal;SAP ECC 6.0
2008012;2008-03-25;IBM;4x IBM System p 570;AIX 5L Version 5.3;Oracle 10g Real Application Clusters (RAC);POWER6;4.7 GHz;8;16;32;128;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert08012.pdf;Application Servers ran on database servers;30016;1.86;;;9108000;3036000;151800;;SD Parallel - With Round Robin;Bare-Metal;SAP ECC 6.0
2008011;2008-03-25;IBM;3x IBM System p 570;AIX 5L Version 5.3;Oracle 10g Real Application Clusters (RAC);POWER6;4.7 GHz;8;16;32;128;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert08011.pdf;Application Servers ran on database servers;22416;1.94;;;6757000;2252330;112620;;SD Parallel - With Round Robin;Bare-Metal;SAP ECC 6.0
2008010;2008-03-25;IBM;2x IBM System p 570,;AIX 5L Version 5.3;Oracle 10g Real Application Clusters (RAC);POWER6;4.7 GHz;8;16;32;128;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert08010.pdf;Application Servers ran on database servers;15520;1.94;;;4678000;1559330;77970;;SD Parallel - With Round Robin;Bare-Metal;SAP ECC 6.0
2008009;2008-03-17;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S4 | RX300 S4;SUSE Linux Enterprise Server 10 on VMware ESX Server 3.5 (using 2 virtual CPUs);MaxDB 7.7;Quad-Core Intel Xeon Processor X5460;3.16 GHz;2;8;8;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08009.pdf;;550;1.92;;;166000;55330;2770;;2-tier;Virtualized;6.0 (2005)
2008008;2008-03-14;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX630 S2;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.5 (using 2 virtual CPUs);SQL Server 2005;Dual-Core AMD Opteron Processor 8224 SE;3.2 GHz;4;8;8;64;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08008.pdf;;490;1.93;;;148000;49330;2470;;2-tier;Virtualized;6.0 (2005)
2008007;2008-03-14;HP;HP ProLiant DL580 G5;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.5 (using 2 virtual CPUs);SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08007.pdf;;516;1.92;;;156000;52000;2600;;2-tier;Virtualized;6.0 (2005)
2008006;2008-03-14;Hitachi;Hitachi HA8000 Model RS220;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E5345;2.33 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08006.pdf;;1700;1.92;;;513000;171000;8550;;2-tier;Bare-Metal;6.0 (2005)
2008005;2008-03-07;IBM;IBM System x Model x3850 M2;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.2 (using 2 virtual CPUs);DB2 9;Quad-Core Intel Xeon Processor X7350;2.93 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08005.pdf;;490;1.93;;;148000;49330;2470;;2-tier;Virtualized;6.0 (2005)
2008004;2008-03-07;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX600 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08004.pdf;;3660;1.99;;;1099000;366330;18320;;2-tier;Bare-Metal;6.0 (2005)
2008003;2008-02-26;HP;HP ProLiant BL680c G5;Windows Server 2008 Enterprise Edition;SQL Server 2008;Xeon Processor E7340;2.4 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd3/Cert08003.pdf;;34000;1.99;;;10212000;3404000;170200;;3-tier;Bare-Metal;6.0 (2005)
2008002;2008-01-29;IBM;IBM System p 550;Redhat Enterprise Linux 5;DB2 9.5;POWER6;4.2 GHz;4;8;16;64;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert08002.pdf;;3104;1.91;;;938000;312670;15630;;2-tier;Bare-Metal;6.0 (2005)
2008001;2008-01-29;IBM;IBM System p 550;AIX 5L Version 5.3;DB2 9.5;POWER6;4.2 GHz;2;4;8;64;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd3/Cert08001.pdf;;32000;1.89;;;9691000;3230330;161520;;3-tier;Bare-Metal;6.0 (2005)
2007077;2007-12-18;Sun Microsystems;Sun Fire X4600 M2;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core AMD Opteron Processor 8222;3 GHz;8;16;16;64;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7707.pdf;;2950;1.95;;;889000;296330;14820;;2-tier;Bare-Metal;6.0 (2005)
2007075;2007-12-07;Egenera;(*) Egenera BladeFrame Model PB400003R;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7507.pdf;;3580;1.91;;;1082000;360670;18030;;2-tier;Bare-Metal;6.0 (2005)
2007075;2007-12-07;Fujitsu Siemens Computers;(*) Fujitsu Siemens Computers PRIMERGY Model BFi40 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7507.pdf;;3580;1.91;;;1082000;360670;18030;;2-tier;Bare-Metal;6.0 (2005)
2007074;2007-12-07;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX600 S4;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.2 (using 2 virtual CPUs);SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7407.pdf;;470;1.91;;;142000;47330;2370;;2-tier;Virtualized;6.0 (2005)
2007073;2007-12-07;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S4 | RX300 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Dual-Core Intel Xeon Processor X5260;3.33 GHz;2;4;4;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7307.pdf;;1475;1.98;;;443000;147670;7380;;2-tier;Bare-Metal;6.0 (2005)
2007072;2007-12-07;Fujitsu Siemens Computers;Fujitsu Siemens PRIMERGY Model TX200 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E5335;2 GHz;2;8;8;24;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7207.pdf;;1610;1.99;;;483000;161000;8050;;2-tier;Bare-Metal;6.0 (2005)
2007071;2007-11-30;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S4 | RX300 S4;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.2 (using 2 virtual CPUs);SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert07107.pdf;;450;1.77;;;138000;46000;2300;;2-tier;Virtualized;6.0 (2005)
2007070;2007-11-30;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S4 | RX300 S4;SUSE Linux Enterprise Server 10 on VMware ESX Server 3.0.2 (using 2 virtual CPUs);MaxDB 7.7;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert7007.pdf;;430;1.77;;;132000;44000;2200;;2-tier;Virtualized;6.0 (2005)
2007069;2007-11-30;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX300 S4 | RX300 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5460;3.16 GHz;2;8;8;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6907.pdf;;2335;1.82;;;711000;237000;11850;;2-tier;Bare-Metal;6.0 (2005)
2007068;2007-11-27;IBM;IBM x3850 M2;Windows Server 2003 Enterprise Edition;DB2 9;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert06807.pdf;;3780;1.99;;;1135000;378330;18920;;2-tier;Bare-Metal;6.0 (2005)
2007067;2007-11-22;Sun Microsystems;Sun Fire Model X2200 M2;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.1 (using 2 virtual CPUs);SQL Server 2005;AMD Opteron processor Model 2218;2.6 GHz;2;4;4;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/cert6707.pdf;;380;1.32;;;121000;40330;2020;;2-tier;Virtualized;6.0 (2005)
2007066;2007-11-06;IBM;5x IBM System p 570;AIX 5L Version 5.3;Oracle 10g Real Application Clusters (RAC);POWER6;4.7 GHz;8;16;32;128;128 KB L1 cache and 4 MB L2 cache per core, 32 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd_parallel/Cert07066.pdf;Application Servers ran on database servers;36000;1.76;;;11021000;3673670;183680;;SD Parallel - With Round Robin;Bare-Metal;SAP ECC 6.0
2007065;2007-11-09;HP;HP ProLiant BL460c;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5460;3.16 GHz;2;8;8;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/cert6507.pdf;;2449;1.99;;;735000;245000;12250;;2-tier;Bare-Metal;6.0 (2005)
2007064;2007-11-09;HP;HP ProLiant DL380 G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5460;3.16 GHz;2;8;8;32;64 KB L1 cache per core and 6 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/cert6407.pdf;;2436;1.99;;;731000;243670;12180;;2-tier;Bare-Metal;6.0 (2005)
2007063;2007-11-09;Sun Microsystems;Sun Blade Model X8420;Solaris 10;MaxDB 7.6;AMD Opteron 8220;2.8 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/cert6307.pdf;;1885;1.96;;;567000;189000;9450;;2-tier;Bare-Metal;6.0 (2005) (Unicode)
2007062;2007-10-31;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX200 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5365;3 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/cert6207.pdf;;1930;1.97;;;580000;193330;9670;;2-tier;Bare-Metal;6.0 (2005)
2007060;2007-10-22;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX600 S3 | RX600 S3;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.2 (using 2 virtual CPUs);SQL Server 2005;Dual-Core Intel Xeon Processor 7040;3 GHz;4;8;16;24;16 KB L1 cache per core, 2 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6007.pdf;;250;1.93;;;75000;25000;1250;;2-tier;Virtualized;6.0 (2005)
2007059;2007-10-09;Fujitsu;SPARC Enterprise Model T5120;Solaris 10;Oracle 10g;UltraSPARC T2;1.4 GHz;1;8;64;64;8 KB(D) + 16 KB(I) L1 cache per core, 4 MB L2 cache per processor,;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5907.pdf;;2175;1.91;;;657000;219000;10950;;2-tier;Bare-Metal;6.0 (2005)
2007059;2007-10-09;Sun Microsystems;SPARC Enterprise Model T5120;Solaris 10;Oracle 10g;UltraSPARC T2;1.4 GHz;1;8;64;64;8 KB(D) + 16 KB(I) L1 cache per core, 4 MB L2 cache per processor,;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5907.pdf;;2175;1.91;;;657000;219000;10950;;2-tier;Bare-Metal;6.0 (2005)
2007058;2007-09-24;Unisys;Unisys Enterprise Server Model ES7000/one;Windows Server 2003 Datacenter Edition;SQL Server 2005;Dual-Core Intel Xeon 7140M;3.4 GHz;16;32;64;256;16 KB L1 cache, 1 MB L2 cache per core, 16 MB L3 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5807.pdf;;5408;1.93;;;1631000;543670;27180;;2-tier;Bare-Metal;6.0 (2005)
2007057;2007-09-03;HP;HP ProLiant DL380 G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5365;3 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5707.pdf;;2080;1.95;;;626000;208670;10430;;2-tier;Bare-Metal;6.0 (2005)
2007056;2007-09-03;HP;HP ProLiant DL580 G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X7350;2.93 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5607.pdf;;3705;1.99;;;1112000;370670;18530;;2-tier;Bare-Metal;6.0 (2005)
2007055;2007-09-03;HP;HP ProLiant BL680c G5;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor E7340;2.4 GHz;4;16;16;64;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5507.pdf;;3500;1.97;;;1053000;351000;17550;;2-tier;Bare-Metal;6.0 (2005)
2007054;2007-09-03;HP;HP ProLiant BL460c;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5365;3 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5407.pdf;;2080;1.99;;;624000;208000;10400;;2-tier;Bare-Metal;6.0 (2005)
2007053;2007-09-03;HP;HP ProLiant BL685c;Windows Server 2003 Enterprise Edition;SQL Server 2005;AMD Opteron Processor Model 8222;3 GHz;4;8;8;32;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5307.pdf;;2100;1.96;;;632000;210670;10530;;2-tier;Bare-Metal;6.0 (2005)
2007051;2007-08-22;Fujitsu;(*) SPARC Enterprise Model T2000;Solaris 10;Oracle 10g;UltraSPARC T1;1.4 GHz;1;8;32;64;64 KB(D) + 128 KB(I) L1 cache, 3 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5107.pdf;;1100;1.91;;;332000;110670;5530;;2-tier;Bare-Metal;2005
2007051;2007-08-22;Sun Microsystems;(*) SPARC Enterprise Model T2000 | Sun Fire Model T2000;Solaris 10;Oracle 10g;UltraSPARC T1;1.4 GHz;1;8;32;64;64 KB(D) + 128 KB(I) L1 cache, 3 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5107.pdf;;1100;1.91;;;332000;110670;5530;;2-tier;Bare-Metal;2005
2007049;2007-08-13;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX620 S4;Windows Server 2003 Enterprise Edition;SQL Server 2005;Quad-Core Intel Xeon Processor X5365;3 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4907.pdf;;1940;1.99;;;582000;194000;9700;;2-tier;Bare-Metal;6.0 (2005)
2007048;2007-07-30;Dell;Dell PowerEdge 2900;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.1 (using 2 virtual CPUs);SQL Server 2005;Quad-Core Intel Xeon Processor X5355;2.66 GHz;2;8;8;32;64 KB L1 cache per core and 4 MB L2 cache per 2 cores;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4807.pdf;;421;1.83;;;128000;42670;2130;;2-tier;Virtualized;6.0 (2005)
2007046;2007-07-12;IBM;IBM System x3755;Windows Server 2003 Enterprise Edition on VMware ESX Server 3.0.1 (using 2 virtual CPUs);DB2 9;AMD Opteron Processor Model 8220SE;2.8 GHz;2;4;4;16;128 KB L1 cache and 1 MB L2 cache per core;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4607.pdf;;445;1.97;;;134000;44670;2230;;2-tier;Virtualized;6.0 (2005)
